order_id,product_id,seller_id,price
0087889a1c,62c89abe1a,fe2032dab1,259
008819c6d5,57f2bc497c,6560211a19,55
00891ba5de,eb8dbe7d2d,218d46b86c,133
008990da71,a8115d34a4,85d9eb9ddc,35
008a1b3db2,5b3aa845bb,8b28d09663,14
008a40c2b8,016711f78a,a5cba26a62,99
008c3a655c,f71a7c95a8,955fee9216,90
008ce8764d,52a8061c8e,2e1c9f22be,43
008cfe221a,77fdeb8d4f,3b872fd474,109
008d9bf350,efec0b0b07,1da3aeb70d,9
008d9bf350,efec0b0b07,1da3aeb70d,9
008dc31c0a,d5f1f35337,6a8b085f81,28
008dd5e80e,7583d9a579,7ad32824ca,199
008eaf9004,fa28f11499,8e6cc76747,135
008f831b71,23f91e3d76,1690cada04,249
008fab5602,f23c48d81c,ebd2d60905,49
0091a67765,bf06a69bb2,6560211a19,38
00921e4911,cbecf0dca7,688756f717,85
0093cbf16a,a50acd33ba,8581055ce7,117
00946f674d,4dcb49b9ca,5cf13accae,99
00946f674d,9bb2d066e4,5cf13accae,99
00949655cd,0ea04fc101,8648b1e89e,18
0094bd07f4,d64e758afa,5670f4db5b,11
0094d4660e,b596e2d70d,46dc3b2cc0,269
0094dc9ea7,464383c22e,16090f2ca8,89
0095790a64,e8c6039a25,3d871de014,19
0096668e5b,55782cb82e,c003204e1a,166
009742b43f,ee3e94e918,17e34d8224,133
00975e709c,eaa26a3498,18a349e75d,86
0097aafe2a,dfbbf137cc,56e361f411,62
0097f0545a,b6397895a1,7901646fdd,158
0097f0545a,636598095d,7901646fdd,308
009838529b,36826c711e,2d50d6282f,129
0098dbda25,568ba441f7,cca3071e3e,143
009905140e,06edb72f1e,391fc6631a,39
009905140e,06edb72f1e,391fc6631a,39
00995d7998,f3b8bfa5b8,620c87c171,49
00998f38df,595fac2a38,ef0ace0916,119
009ac36516,35557c68a2,f8db351d8c,16
009c278fa2,1629b469d0,ea8482cd71,29
009e11afa2,519f3a4ea6,582d4f8675,30
009fa9bd0d,617186c3d9,cc419e0650,84
00a0116ff1,d1c427060a,a1043bafd4,149
00a1275441,f7a17d2c51,f8db351d8c,48
00a13ab02f,ecab3fa721,e977997648,159
00a174dbf1,fca6210838,31344c1688,249
00a1e977cf,4834f24983,5656537e58,24
00a250dbdb,ee0c1cf2fb,cc419e0650,53
00a379dfab,786248c98c,1da3aeb70d,15
00a3a334ae,0aabfb3756,3751568800,24
00a3f1ef43,f8b624d4e4,b410bdd36d,179
00a4d94df1,64d67d69ec,634964b177,37
00a57dfbb0,56cdfe67fb,1c68394e93,89
00a57dfbb0,56cdfe67fb,1c68394e93,89
00a57dfbb0,56cdfe67fb,1c68394e93,89
00a690becd,c2ece64199,6c7d50c24b,88
00a77f9cc2,33bd5538a1,94e93ce877,177
00a843f5a8,6536314c94,2138ccb85b,32
00a870c6c0,aca2eb7d00,955fee9216,69
00a9536682,24a014458c,4a3ca9315b,109
00a99c50fd,76d75f3986,974cf2cb8f,52
00aa423621,e9f2586707,0509040ea3,110
00ab1aba56,fcf64c7203,8444e55c1f,35
00ab210695,c6336fa91f,4c2b230173,39
00ab3a43bd,634256dbcd,42b729f859,27
00ab9fa91a,224037b21b,ceaec5548e,579
00ac05fe0f,78efe838c0,0241d4d5d3,99
00ac2a1ec7,8323a7adeb,218d46b86c,37
00ace652c8,aba86c093c,7c67e1448b,116
00ad1a02d4,5403528d98,6560211a19,49
00ae7a8b49,66f09a6de4,bf0d50a641,27
00af3d9ddf,1e1a186a03,a420f60ff1,65
00af53fdc2,c6336fa91f,4c2b230173,39
00b12f4674,eb883e95b7,1025f0e2d4,105
00b1861aeb,7e8067e7e5,0691148aee,25
00b1861aeb,7e8067e7e5,0691148aee,25
00b2d2f2b5,e0d64dcfaa,7d13fca152,146
00b30bb163,3552627a68,3c487ae8f8,189
00b402e8a7,72d6074ef5,edb1ef5e36,139
00b44ba3d7,d9a5a5120d,20d83f3ef0,59
00b47ee856,0e40b1ed4c,8b321bb669,13
00b4846d47,e5bd04e8e3,f7ccf836d2,31
00b4a910f6,ba05e28619,d50d79cb34,33
00b4c65113,87ea2f4555,6a38087bc8,158
00b5e1c770,5b4b8595bd,ef30892870,47
00b676b01c,121b9686b9,c4fb51fb1c,50
00b6c05592,c075b8e131,f80edd2c5a,59
00b6e66f00,e7cc48a9da,53243585a1,199
00b6e66f00,e7cc48a9da,53243585a1,199
00b7174ea5,cb3ad2d249,3db66a856d,69
00b8d354b3,437c05a395,bf84056e67,50
00b9e0f8f5,5d90b82ad1,1c129092bf,39
00ba414462,4a25d757ff,ea8482cd71,24
00ba57ae98,69455f4162,bce6a5ecf9,130
00bbc41795,2b4609f894,cc419e0650,89
00bc78808b,33fac76e7f,56642bcb79,69
00bcee890e,6c90c0f6c2,3bb548e3cb,165
00bcee890e,b7d94dc064,9c0e69c7bf,175
00bcee890e,d143bf43ab,3bb548e3cb,165
00bcee890e,55939df5d8,3bb548e3cb,165
00bd2cb7e9,1427b126f6,0b90b6df58,98
00bd50cdd3,e70f7c188c,6560211a19,78
00bd8cf08f,cfbc837967,0509040ea3,21
00bdcdda88,20566af10f,d921b68bf7,118
00bdebefeb,cdc9d87e17,4d6d651bd7,119
00beb24769,216bb0e0cd,955fee9216,45
00bf1320ff,7289a8d65a,13fa2a6c6b,449
00c00d5b36,7933eeb8cf,391fc6631a,139
00c00d5b36,7933eeb8cf,391fc6631a,139
00c2335723,b944aabf1f,128639473a,18
00c405bd71,c4cf7c2e1f,f329542833,29
00c42b1633,6131240aed,6edacfd9f9,39
00c47cfa49,e62d582ddb,1c56ffe0e9,59
00c47fefb9,f196248e8b,91f0eec23d,199
00c4f17dcb,adf591c625,a420f60ff1,32
00c62d0560,8e7a3ee016,955fee9216,110
00c763284c,99a4788cb2,4a3ca9315b,79
00c81b6675,ace05b62c7,4e06067cc0,24
00c826c901,c072e7b87c,3d871de014,79
00c842d0ae,368c6c7308,1f50f92017,59
00c8be06a8,5d66715cc9,128639473a,19
00c8bfbb0a,81e11b0256,99a54764c3,158
00c9474e03,4b26530885,610f72e407,1050
00c9528216,ef8856db4e,dbc2212516,106
00c9d02573,958cd4fc82,abbf6046bb,362
00c9d9e61e,2ffb8b836b,391fc6631a,44
00c9f7d4b0,1a0d662b65,2e0dba2da4,14
00c9f7d4b0,1a0d662b65,2e0dba2da4,14
00c9f7d4b0,1a0d662b65,2e0dba2da4,14
00c9f7d4b0,1a0d662b65,2e0dba2da4,14
00cb18db3d,a3f986f6c4,01cf7e3d21,125
00cb9736c0,cebff45f1d,c003204e1a,99
00ce92d57f,d1c427060a,a1043bafd4,149
00ceda91cb,71a5f1c2a5,537eb890ef,19
00cee8a4db,79e42c4fa2,6d66611d7c,59
00cf2b04c5,101a896b11,7d13fca152,320
00cf47526e,8c81af91a9,5bc237df65,59
00cfabbe2a,fec85e6c0e,8a32e327fe,29
00d03eb342,c35498fbb4,70a12e78e6,69
00d0ff2017,1809be4f05,11bfa66332,56
00d1289d51,a60613d36f,ad420dd0c4,160
00d15ff023,702a14f9c5,5502952991,57
00d1e381c0,23227b07fc,e38db88540,64
00d1e381c0,23227b07fc,e38db88540,64
00d2559e61,44fc450365,b839e41795,849
00d2938663,5fb8e63ae5,ea8482cd71,20
00d4439957,f471a2281d,2e90cb1677,19
00d50baf1b,71a7800a63,f80edd2c5a,59
00d50baf1b,71a7800a63,f80edd2c5a,59
00d5fac779,616042729c,6b243f80ed,64
00d831d5c3,eb2d12bc99,a416b6a846,128
00d85bfe0e,fb8e60e1a3,9e6229250f,189
00d88c0022,7814c273ab,1025f0e2d4,250
00d8d65b66,a0450529bd,f8201cab38,94
00d94e8901,a35a9f46dc,85d9eb9ddc,27
00d94e8901,a35a9f46dc,85d9eb9ddc,27
00d9ac423c,6cdd538434,ccc4bbb5f3,349
00dc6ad474,4fe644d766,c31eff8334,110
00df27e666,c5b7206515,b33e7c5544,190
00dfb074b5,4f3b83b83f,001cca7ae9,99
00e054d0da,4cb6e86e13,c3867b4666,104
00e0bac9f6,2e19634279,2156f26715,79
00e1426d4c,8ec7eb9f18,06a2c3af7b,61
00e1bdb3f1,c4989935ec,522620dcb1,419
00e32e413e,11a0fdc425,77530e9772,299
00e365f4fc,b5adf7b72a,7d13fca152,175
00e4050fe3,183c95ad18,cab8550571,49
00e5b655df,880be32f4d,fa40cc5b93,44
00e5b655df,880be32f4d,fa40cc5b93,44
00e63486fa,abc3432ff8,8d956fec2e,38
00e6786fee,76d1a1a9d2,c826c40d7b,159
00e6bc6b16,9dae52e79d,d921b68bf7,132
00e7aeced1,65e3848513,a416b6a846,36
00e7ee1b05,a9516a079e,7c67e1448b,124
00ea33f994,fb78b11699,ea8482cd71,94
00ea690fe8,9ecadb84c8,1025f0e2d4,32
00eb7b95af,f2b67cf6ef,65b081a070,89
00ec95a58b,7c6ff274f0,229c3efbfb,173
00ed64bc08,fbb1cfc281,0c8380b62e,44
00eead1d5a,2bd9b51a9a,81f89e4226,85
00eef7fe9e,53759a2ecd,1f50f92017,49
00ef7ed06a,d6bbda35f0,fa40cc5b93,54
00efb72d8e,3fbc0ef745,06a2c3af7b,66
00f1a34f17,013ee64977,640e21a7d0,69
00f1bb0af0,677d8ace41,4869f7a5df,268
00f1c7c154,617186c3d9,cc419e0650,84
00f1cc7439,2fd91ba79b,a673821011,34
00f1cc7439,2fd91ba79b,a673821011,34
00f1cc7439,2fd91ba79b,a673821011,34
00f1cc7439,2fd91ba79b,a673821011,34
00f251b943,35afc97363,4a3ca9315b,77
00f2a3509b,7d88f23682,d91fb3b7d0,38
00f2c876aa,b18fa799c2,53e4c6e0f4,69
00f324f6ec,2a2d22ae30,1a3df491d1,134
00f33ee62c,ec2d43cc59,1c129092bf,39
00f426c721,69c5919a1b,47efca5634,71
00f57f2ccc,d6dc2dcbb3,1025f0e2d4,225
00f5fbdc77,817e1c2d22,624f4ece8d,189
00f621226c,b69eb25e3a,8ed8ea9a57,199
00f6ac4816,b532349fe4,1025f0e2d4,35
00f6ac4816,b532349fe4,1025f0e2d4,35
00f6ac4816,b532349fe4,1025f0e2d4,35
00f6dbc619,4e64dbe0b0,1b4c3a6f53,49
00f7c5b412,583f158587,955fee9216,45
00f86b3682,9b08a09bf2,392353362d,39
00f86b3682,9b08a09bf2,392353362d,39
00f86b3682,9b08a09bf2,392353362d,39
00f8fc0cb9,9fb9a39f2e,c03121937e,149
00f98eaedd,01ff1ff8aa,0c7533c71d,51
00f9b0236a,b74cc46dec,0ec28cec40,146
00f9b6769c,e53e557d5a,88460e8ebd,79
00faa6afcd,e583bb5fa3,7d7866a99a,22
00fb055886,5d422bd54b,e88c9b79e5,11
00fb055886,5d422bd54b,e88c9b79e5,11
00fb278a99,eb551aa4ed,2138ccb85b,19
00fbcd8b12,8afee64dc8,08061dc0fc,7
00fc308dd7,940d38f0ef,53e4c6e0f4,85
00fcf938cd,54d9ac713e,955fee9216,29
00fdb72e46,a157e6178c,ca3bd7cd9f,18
00fe20fc06,cd4b1bc1c7,056b4ada5b,142
00fed9e582,1491a8ff19,37be5a7c75,179
00fed9e582,1491a8ff19,37be5a7c75,179
00ff0cf558,bb1fe952bd,b17b679f4f,154
010061e3aa,b22658be72,8931a84a91,299
01006620eb,2c3210fa1d,3b15288545,126
010078e091,96f608a5fe,6fd52c528d,49
01015fb649,93a99b4087,f61c63d13f,8
0101aea69a,35afc97363,4a3ca9315b,84
01029b44ab,810e2944bc,1025f0e2d4,78
0103878b7e,447934cd01,b4f8921fcc,229
01074135a8,475af23239,f8db351d8c,89
0108c64ec1,81825b8f11,ce7d188863,165
0108fba936,873ecb2fd0,76d5af76d0,199
01094e169d,b5e13c9a35,a49928bcdf,79
010a35dc7f,5a848e4ab5,c826c40d7b,122
010ab3b199,315affd590,fa1c13f261,139
010b0f6bd3,0bdb7583b7,c9c7905cff,27
010b143d83,6ff1fc9209,4e922959ae,22
010b143d83,6ff1fc9209,4e922959ae,22
010b143d83,6ff1fc9209,4e922959ae,22
010b143d83,6ff1fc9209,4e922959ae,22
010c995323,0f0c4960b0,edf96ef93e,42
010d14f76a,a902825717,aac29b1b99,27
010d15deea,ff5d87897e,fa1c13f261,279
010d6db2f7,9f14f401fc,080102cd0a,14
010e04b5f8,d04bbac489,0dd184061f,104
010e7dda85,53759a2ecd,1f50f92017,49
010e7dda85,53759a2ecd,1f50f92017,49
010ef5b027,20c26b0580,7142540dd4,59
010efe60bd,fea7f0c147,18a349e75d,110
010f223ddb,24e8c79f39,4869f7a5df,79
010fadb123,8d7ab37014,daeb5653dd,39
010ff1cfe1,3fe46d73f7,e06f09ec0a,249
0110688c40,79c0ace2cc,b32be1695e,379
011080783e,9f69acd4da,897060da8b,33
011105c3b5,d67212d63e,a5259c1491,208
011108c8a3,ea11e700a3,01cf7e3d21,593
01115c0624,c315398512,602044f2c1,52
01115c0624,c315398512,602044f2c1,52
011331376a,cdb8d3c880,f84a00e60c,66
011375f941,a6cef514bc,a3b0df0065,127
0113affd90,19c91ef95d,06a2c3af7b,122
0113c9989f,e8ca1ff2d0,6b536a2308,49
0113c9989f,e8ca1ff2d0,6b536a2308,49
011405ae7b,3cb39171fd,16090f2ca8,29
01144cadcf,b8a0d73b2a,620c87c171,59
01144cadcf,9351b1e433,abcd2cb37d,62
0114835d7f,dbd55362ec,e24fc9fcd8,102
01156b662f,6a8631b72a,128639473a,27
0115abf6b8,dc2410804c,897060da8b,196
0115d160c5,766a6a4c51,59b22a78ef,389
0115f8bb1d,ca815d1a82,d1c281d3ae,119
011667ae10,2c2491f31f,ea8482cd71,27
011724d1af,c1617123e6,b2479f944e,54
0119e98feb,f5cb4f19ca,0d83f8e031,88
011a43bc9b,ca7966fa77,610f72e407,899
011a56023f,913eefa4eb,71dc18fd8c,120
011abf147a,3cc842aabe,46dc3b2cc0,279
011af0959e,dea3de7c4e,59b22a78ef,59
011b142c9e,4cb33e9787,17e34d8224,243
011b8dd4f8,b67a7d0ef7,f4c4daa86e,249
011bf86f1b,9ecadb84c8,1025f0e2d4,35
011bf86f1b,9ecadb84c8,1025f0e2d4,35
011c899816,53b36df67e,7d13fca152,99
011e6e76dd,d33a74e1b6,9f505651f4,14
011f9dff25,8d1224321d,cca3071e3e,109
011fcb4fab,b60856ce32,8b321bb669,9
0120e3dd26,6eda94acf0,41ab63a91b,239
01218a8a80,98f34b46fd,e48cc16ab7,13
0121cfa7c9,242ec3ff60,d98eec89af,29
012219b6d6,9cd17b1cc8,b74d1c09cb,189
012248555c,aa8d88eb4b,6560211a19,55
0122e81ff8,caa1675dee,8d956fec2e,58
0123098b96,eb3569b5ca,9dda5bbacd,99
01235dc626,176faef125,855668e097,25
01235dc626,10dae91e0a,855668e097,25
01237c761f,629e019a6f,c003204e1a,107
0123a055aa,b0961721fd,1f50f92017,53
0123a055aa,b0961721fd,1f50f92017,53
0124e0c5bf,0bcc3eeca3,1f50f92017,49
0124f01177,87cc2aef12,34d1ca11b2,185
01255808a3,d5bbfcd27d,3c487ae8f8,501
012670c732,93c902b021,2e90cb1677,97
0128412231,09fbb9fc5b,218d46b86c,76
012973f4cb,cd59f488ce,8d79c8a04e,15
012a238ab5,07c055536e,cca3071e3e,45
012a238ab5,741a31499a,cca3071e3e,45
012a238ab5,8338cef835,cca3071e3e,45
012b3f6ab7,422879e10f,1f50f92017,53
012b3f6ab7,422879e10f,1f50f92017,53
012bea13f9,0ce1e35bdc,db4350fd57,21
012d8cbea4,aede486313,dbc2212516,83
012dc9e42d,5637032095,f262cbc1c9,49
012e93f817,e3a23a99f0,efcd8d2104,50
012ea594e0,0c7ec2b241,bd4889b5e9,61
012eab2625,5c699beec1,4a3ccda38b,81
012f255bd5,a04f52ded9,da8622b14e,79
012f29911f,8c0bd0d652,d66c305afa,27
012f2c4ca0,a9e9edb1bc,06532f1028,1820
013037c3f1,5a6e53c3b4,7299e27ed7,15
013056cfe4,a4800b5d0f,218d46b86c,240
01311f2795,c4baedd846,a1043bafd4,89
0132158c30,e9eebb8e8b,620c87c171,399
0132451f29,42a2bd596f,da8622b14e,89
0132451f29,283dc451ad,da8622b14e,89
0132d77609,cdd68c0ef3,1025f0e2d4,78
0132f39e8a,fc13bac52b,e24d3429d2,28
0132fef017,d04857e7b4,9f505651f4,67
01336d091c,11875b30b4,669ae81880,65
0133a47b53,3354a4e684,7a67c85e85,89
0135675503,5c6a3e484e,01fdefa769,104
01358622f6,017692475c,3c7c4a49ec,13
0136390286,1716ea399e,6338ea67c4,3
0136390286,1716ea399e,6338ea67c4,3
0136bcc737,81a3d1dc08,b74d1c09cb,29
01380d0df5,35557c68a2,f8db351d8c,16
013a98b3a6,a93ad12202,8a432f4e5b,63
013a98b3a6,306b0c5832,7ad32824ca,89
013aa6ba50,9ab817d90b,db2956745b,159
013b811ba8,e2c3ed9aad,46dc3b2cc0,99
013bc5ce14,f2af004352,f4aba7c0bc,23
013bc77d3c,4f2c53c9a1,b2479f944e,21
013d92e415,8317b17757,4869f7a5df,188
013e9c654a,bcac2cdcd8,0adac9fbd9,109
01405161cf,f2bcc88776,4c8b8048e3,59
014176e953,2d4d78eecb,b2ba3715d7,139
01422b2c3c,3cb39171fd,16090f2ca8,28
01428962dc,54d7ad85b6,25c5c91f63,154
01428962dc,54d7ad85b6,25c5c91f63,154
0143924743,29427de7f8,7a67c85e85,99
0144059829,6782d593f6,325f3178fb,27
0144059829,e95ee6822b,a17f621c59,21
01442602b1,d7cdea99e6,966cb47605,504
01443cd06e,f77dd338d9,1c129092bf,25
014872cb0c,f947156247,3785b653b1,54
014872cb0c,f947156247,3785b653b1,54
014872cb0c,f947156247,3785b653b1,54
014872cb0c,f947156247,3785b653b1,54
0148d3df00,ed08ea04c9,0adac9fbd9,5
0148d3df00,ed08ea04c9,0adac9fbd9,5
0148d3df00,ed08ea04c9,0adac9fbd9,5
0148d3df00,ed08ea04c9,0adac9fbd9,5
0148d3df00,ed08ea04c9,0adac9fbd9,5
01490a4bda,e1fad996d1,ea67327e24,127
0149c597dc,b0ed7fe63b,dbd66278cb,29
014a0793ab,145978af3e,18e694e0e4,19
014ac3cfd0,8ef8561be5,559d56f3b8,135
