customer_id,customer_unique_id,customer_state
dc53883e94,5ece49e012,SP
53b6d45cb9,5d348bbc0f,RJ
f7c5afab27,b6c083700c,SP
faafae37dd,1a7a10e927,SP
acca74d2a6,f34cd7fd85,SC
cb96e80748,67626c4906,SC
05323a2477,56636fd22d,RS
e255bea28f,34c6f984b5,RS
8b47e5ba29,9bbfdf9f7f,DF
c67de3b27c,0567f279c2,SP
f0bbb754a5,30a7c7292c,MT
0fd53cbc9d,ba66b6edd0,SP
d387341bbc,91e6fd6469,SP
f46e1689a2,87edab6661,SP
d6ea00d4a2,1d4626b197,DF
2f79ca5a97,bb50112c99,SC
a6c49eaa9e,113bdaf525,MG
2f97782bbc,7aeb8dc11c,SP
8e13b94866,b778de6d69,MG
f4b8696f62,ef6b4c0581,PA
dc0a596a36,8dfb24fac3,MG
154e666b68,be1e99a0c5,MG
08ef50ea19,337691bc92,SP
caa060324a,05aa2ef362,SP
7f2357cfd9,466c3a741a,RJ
d8eaef18d5,09f54e8819,SP
eb66863a17,b49d79cdef,MT
ae8db06914,ad28944afc,SP
8df178ced9,0b48151c4a,SP
3469ebe2f9,755bdc2822,SP
666bc6ad01,a4813c3f53,RS
f20afd4cc7,2eac18b475,SP
e559ddc91d,de53649541,MG
cfde53fd03,610d3e47ad,SP
23e22609b3,1da2a3343d,SP
0f3c6edd9f,3321a75303,MG
69572b6a87,7a78c6e531,SP
4d5110d0a2,629fb99609,SP
5195c80d20,a296df1cf7,DF
bd30c8ec7f,237c219a24,SC
9712f52bb0,49d79c76cf,SP
21fb2ebc50,59150cde64,RJ
b47973c8ea,a05262e3e3,SP
80b5a39f19,f62f269f9c,SC
c4c3372671,6e4188c012,RJ
0981cb5376,8377420a8b,SP
89056b2877,43676e9993,MA
9d46b89032,8dc17b5354,MS
9e0628923d,dc643b6053,MG
a1d79dad51,f1a7919983,PA
0ca483f116,fd3c867c2b,SP
277046fb06,05292bc3f6,SP
019200fa57,7530369a1d,SP
668719742f,a43149b43a,SP
8541665e9f,c230d0a507,SP
0f24729669,58e1140fb8,SP
b06429ef92,9316f45a5d,SP
46c6a82294,1605a6c5d9,RJ
4ad4f92939,25775ec7ac,SP
332fa01da1,317a5bc8cf,MG
029ca19aa3,95363f3517,PR
2abea2bf3e,ed62ab8aab,PE
e4dbb700c7,f8f338d244,SP
b25c961cb9,ce900bc17b,SP
85c300925a,a5c133a6a9,SP
49af8d1256,7cc3f51930,AM
82a5aaed30,0d77d20b2c,RS
eee74b2a9a,a40096fc0a,RJ
ba12c461af,c68949b701,RS
852947b57c,4f6d635ff2,SP
5e24c55ef0,226c621e6b,RS
af75138c42,ca87392503,MT
80c74074b2,e9adf7ea1e,SP
314ec9cbe1,691d75928e,PE
1004c05877,6ad430c5fa,SP
65c9fdf79f,28da048f09,ES
7602193faf,2c4f12ef54,SP
84872d1894,3e8f3e58aa,SP
4ad966e1ee,b73b575cfe,SP
94cce5d774,dc77e5e139,RJ
936c4a5189,ec6a3d80ea,SC
b99054fd23,bbbea7f167,RJ
411373e81b,c555d42202,AP
30e8a49cee,000ec5bff3,SP
ce330ffe33,4df9aee56f,SP
e48f50d453,9d85c39a38,GO
2c7fd840b2,4c592d97ec,RS
2e2aceda14,ef2994ab5e,MG
6b4a545e81,533959cf0e,SP
f037c0f3d6,3cf7c427d2,SP
b6349bdae8,b5d37c728f,BA
55dbeedb7b,e44a59cd31,RJ
4b003ee1ea,941590fb8a,BA
00a39528c6,9f67d61458,SP
265655cf1f,fc0a9229ea,SP
e0ac2a4e5a,14e66b7268,RJ
05075b9433,212c759d8c,RJ
d6b41b191f,3a62a4803c,RJ
d3ab15f0bd,9ccfff93c7,RJ
6b53c8e698,184ff57457,RS
1681471e91,84032c13e7,RJ
67a28655b8,d10582c312,ES
ccb8e120e8,97dc91f9e8,SP
ee639599be,5aa54d66ad,RJ
01509d555b,cb296f03cc,SP
32ef00faae,803c9b2527,SP
031cd5f826,717aa48025,BA
0e19f44898,d197a184e0,AL
db2da0a7e8,75d62b9a20,RS
9559221419,9aff27e327,RJ
e06e47b556,b6cdccfa64,SP
b9885472fa,2767ebe1fe,SP
ac0e954e97,05c5674753,RJ
70ea60b3ee,2c77113623,RJ
75e645f4c5,0ec8a2bcaa,RS
6f7e4eda4a,1b8b8c36e0,SP
3714eb406c,56d30b9f16,PR
79adcf0222,8c8fccc505,RJ
e3c7e245a9,79051ee5ee,SP
dd7eb6ecd7,52b0e4c820,SP
895f2539c3,5bd72a5ba7,DF
1b4ff42fd8,39e2788db0,SP
360469aa13,99e36749c5,SP
c45b7286a9,9a855ffadc,BA
f4a9f3a779,09d4fed632,SP
cad72c6ad6,20bb1d9431,PR
c8b4015139,2274251ce5,SP
8c4a94e823,be4656d02b,MG
4c9c41a8c1,801b53359d,SP
2b3d8be4fa,9cea402fce,MG
09f548315b,c1c2fffe3d,PE
4308615296,a99021699f,RO
e4f5e592e5,55d8e26456,RJ
fd2767fd04,8c2a5c47e0,SP
91ef77a365,0d8f0706c0,DF
101a5d44d7,29ea68ebb3,MG
462903f7a8,23c130edd9,SP
5b7ad66e4a,b0b18bfffa,DF
71e31bd9c3,323630f1bd,DF
6b6239435a,b621cb8989,SP
7795e422f2,53b5f3ee44,GO
145ed96e22,c98cc8ac73,SP
7ee0952c8c,6ec999e67c,SP
a56b03f5e6,b6cbe1a867,BA
3c5a39f999,4d0063e13c,MG
d5a5dcf797,01ecc1f1f2,PR
0b83af8e52,aaf2d01370,SP
b33c387ac5,b5e4462426,SC
ee7b0a64a4,bd64e82a5b,MS
bb98e27058,22745c06a8,SP
29aec8d004,f96176e892,SP
a187d29dfe,34b0cd9548,SP
47c2b21c22,f054e8c1cb,MT
d0615859a6,9072b46e3b,SP
4fd7abbc9a,0bf7dfff65,SP
79647ff1cb,b6fda72bac,BA
dc68515c16,027ef1dce5,SP
37922a02f4,4d0bd25308,MS
5bfe800011,0071f46a07,SP
7569ea856f,316d6ccdf2,RJ
287e3d0a0a,50aef30dab,PR
b09ff23574,016a5760b7,SP
d703cdda08,4669d94e1e,SP
d472d9abe6,a1e5fdb1a2,SP
872a25f014,636f22218f,SP
e22da26347,c2e9a50bcf,MG
37b40b7529,744fcfb393,RJ
545aa46e4e,104ae9a43b,MG
800282b8af,8e0275b5c7,RS
eeee8af1f7,437869c8fa,RS
dcb6e7bc4e,a1864cdd58,SP
182087b155,55caae104b,RS
2bfd566c10,31d0191786,RJ
3aec4688b9,7b0cae22ae,CE
e13b1d1fab,8ee330dd32,MG
c0fe0fbc24,839bbfd4ff,MG
5b5f4957a6,bb03ed8d95,DF
0c5eb0e9e1,a20ba663a5,PR
5ad00fc41f,cff4ca6553,BA
279a316b31,7fe108cef3,SP
60bb8e0e1f,c1a56ed1e4,RJ
1914576a74,8574faf241,SP
3db0912945,0f6371fc9c,SP
be6ad148cd,30e105cba6,MG
fa85d6a909,13c50fe550,PR
8094bd1ea8,23f014663c,RJ
8a3083e3f5,ad1ba362b0,MG
c7e9d64ef2,df3b1140ec,RJ
41882b0f93,5e21109503,RJ
e91d6e2c6d,09ec740fbf,SP
2bb8c7fefc,d885b619cb,SP
e79ba74d49,4914496b4e,SP
2780030981,ffd2aa973e,SP
a4a00c41b5,94e8953239,RJ
8bbcf9a071,3078dfe83b,DF
6d63646d30,0fc4c0fc23,GO
e4d86d1da4,70e15e657d,RS
2b6d4b2b96,2ee1f65b41,RJ
22688fbe08,aec17cb0c9,SP
038d3dd137,18e3d27625,SP
ada5afd2b1,fbd58f38cb,MG
5eef8c5a24,8ec9e01dc8,SP
fb04e5eb55,35525a882b,SP
ee23d61fed,494c665819,SP
c85bcc5a4c,9065001c21,RJ
0e114b02a4,000c8bdb58,MG
f127cfb44a,9801a2c53e,PR
5d1ff54c05,06cb9de426,MG
e4f06fec45,5988cee315,RJ
efd1a20eb6,1c22aaad90,AL
bb4d5187b8,9164cd45af,ES
4acfe2f36c,2561161bc5,SP
d1d326edcb,cad6e6cc5d,SP
6a6d5c560d,02a6a137ef,SP
03f7c28100,ff80f08b2a,RJ
7e6e52c237,3b88593273,RJ
e1fb3bd29f,dcdaced133,SP
77069f163b,99e41e69b6,RJ
b069a3c6dd,cbc73c75d1,SC
1ecf434b5a,196a0e7f35,SP
178706e9ca,07f61caa1c,SP
c24638e1ff,023f426e28,SC
620c2e659b,23e5f7d84d,SP
77992c23eb,91275e7b18,DF
ecb1725b26,b55a113bb8,DF
cbafb574da,e486555873,SC
f6fb4ed5f9,c95ec87a7d,ES
94dabe07fc,713de21fd3,RS
082805d322,339f6d44a5,SP
7077cffa9b,04b718d93b,MG
e0f0e573de,decc46797b,SP
1d331c1175,b134d1fbe7,RJ
f7b083bc0e,73a0200d19,MG
409f91c453,d8c21a391f,GO
3f5939e06e,6b7e1090d1,SP
0998fbfbcd,a84b054411,SP
d0522845f3,51c79069e6,MG
3bb847c18b,1964f2b215,SP
b04d041da0,627d075513,PA
b83aa8732c,42d2b957a5,GO
d6f09cc446,7e5561ad5c,RJ
98b5b8ac8f,4a665a3b72,SC
1a5e81b2a8,22ff8c0cd3,SP
b08064e240,035f60af6e,RJ
0d084e109d,0b7604941d,SP
1a39f03ab9,6f65f19c2d,SP
689ebb659e,272d474dde,MT
d9b274a5a8,fc0a613c6b,RS
3ba47b0954,b8c37ee810,MG
8a1131b278,60d23aecbf,MG
cfffbb3223,0dc0731aaf,SP
0199387799,9e68908527,MG
bcf86029ae,7cd7974c9f,SP
536f46cc0f,340152332a,PR
d1a2cddd07,8f1b15e134,SP
9c870d10e3,4e22af73a9,SP
17e6d37366,3c34090736,PR
13e8265ea7,d55417a83a,SP
2b970cf192,7b436cdf59,SP
df2939f9c7,1a2aee05f4,SP
95aa1acd3c,34f0b37e89,SP
fde5bdd75d,7da3054afe,SP
1aa414b77e,cdbeeb59bf,MG
a37646debd,f51f170e51,BA
34d7728944,abbc371b08,MG
f9dfd7942a,ebf40c0db4,RJ
8cab8120c3,e8b52a437e,RJ
8ac977b83c,9c7601f15a,SP
0bc6abbafd,15721972ad,SP
405e4bf2d5,196276c265,MG
6b3bb3efa8,3030f6c779,PR
95556f234f,3574bc7981,MG
1667c9660e,760caff277,RS
e5c967fafa,68238c5907,SP
075ad0fda2,483ccebb9c,SP
eb545dff3d,d7683e4556,SP
11ba86af0e,273fff5a1d,SP
8714d5f59b,30cdd9eea2,RJ
3638a3325d,297fab71cc,MG
ffaded93e5,587b326ba3,SP
3d14c748ba,c1c7632732,RJ
5884301406,28345e4479,RS
0b87eea12c,945a0478f8,RJ
864deba6b1,184997aab6,GO
629e6c2887,bab95efa50,SP
9e6a9e9e09,1293c51162,SP
401f187883,5331278432,SP
a9434e011c,637c2caca1,PE
ec641354d6,e1eb483ba2,MG
1ea9656f6b,ea9412f324,SP
51ce96915c,fb1756887a,SP
116e47f49c,cf01f9dc83,SC
522a6e7c1f,282ebddb3e,CE
cdb44232ca,e5eff1e54c,RS
5d26e3331c,b68693bf32,GO
71908cc6a4,6cf79118c9,SP
1d35081c83,df718da6fa,DF
e773252cc3,8533fef411,SP
9522d39cab,774efd8e5c,GO
6e99b4a37b,2a914bdfae,SP
5b533feffa,ad91c910f9,RS
312a3a9546,928abb7e0e,MG
35b6b3b06c,05105abc98,RJ
6ca7c0e971,f48a9bdc7d,MG
ed0e1816a1,9d317acb1c,MG
2122031cd1,4a36242054,SP
4aede30e7f,0e0d3aed77,RJ
fed6164eb0,f0697e6813,SP
7d1dd3c96c,729e9d3fa9,SP
0e772d9e02,b09f1bff1a,SP
22ea967758,120f875c7d,SP
4374a2a34b,937f16b584,MG
be5a493a77,b88274bc5e,SP
0825646a31,be2cff6c84,SP
277bdf9fee,92d6a6df2c,SP
ec7bace5c0,bf8369db65,SP
3d14ef1b61,57d2e3a4c3,PR
c9d341558d,86d1b87845,SP
0ccda8ca5a,81332bd0a9,SP
144d6b2679,26a2b0baec,RS
06c760a59b,b7cb5cfc7e,SP
458f0c4454,a6f2e4a9ff,SP
2a5537cca4,c42d503ed3,MS
302025f399,7bf1c59401,SP
2db53092fc,4ebfd10a85,MG
0b36777571,759d68713a,RJ
240f2bd361,f6ce59662f,SP
e92c17d70d,cc438a8c71,SP
0767440fcb,df43e0b1c6,SP
cfde763c68,3fdc39171d,PR
a9d80d8258,239eca76b8,RS
1a8f3e9333,52b8fc4286,SC
2fc226fece,9a8809085c,MT
a167472430,dd8c586651,RJ
cf72b318eb,d647ac91ff,SP
d8c7a6e8f9,8fd232dc0c,SP
c5d2a092d7,8f74bd69c2,BA
fc570b6557,4274c9d231,SP
eb9f43bc3c,c45221bb45,SP
cba7df91cf,14debbd298,MG
b7099c2fea,a54de86aa4,SP
dc6a402859,f5859580b4,SP
f3bb4ca224,de038e601d,SP
60c9723c5d,6b3b92110c,SC
31b01af8b3,1130878bf8,RJ
aeca4ed764,d6735445f2,SP
32a49c42e4,26c62200e2,RJ
3959299958,3d7fb21a86,MG
b860c48706,1c3e4aa255,SC
7d81b5f1ff,2aa9325eab,SP
d6d14552ae,f1acc2f42f,MG
91f7ba1051,ba58671cbf,SP
ff00a7bfd5,94b39aa109,SP
a3d6e70f39,81814a8a85,SP
5a3bc3042d,30a8328a39,SC
421816b9aa,17d7f3a576,MG
333062649c,87a2388f0c,GO
595cf86a8e,cff6635296,RJ
854f983619,71200e5ed4,SP
13b7ad9037,312f3a7159,RJ
b7e5bee0c7,536dfadbe0,RJ
50bf563042,341239d242,RS
508c98640d,663a02b5b8,BA
2173c18477,5e65571d0f,SC
a4f866fffe,4cc24e44f9,SP
6e353700bc,7febafa06d,MG
6d699e3ab0,0b3dc7efaa,RJ
8fb95d3058,e5d46317b6,PR
23451e6d4d,95b4b60a72,RJ
e0c77096eb,c7a2cdaf9d,SC
917cbf4543,23d79f5efa,RJ
6f5499775c,029800f459,SP
06bf021ceb,97d007095d,PR
befe184e4e,6ac6902b78,SP
07cbe547b6,53ce59821e,SP
273a046207,67fcfe4915,CE
48ed31e735,55a269f324,SP
0eed169838,e145a017a3,SP
5cb2307ae3,9d86d71016,SP
9cec617fc8,fa2f184ba7,PE
00bb2dd155,0cbd5dfde4,SP
c09a03c987,af4a406405,MG
07cbe02494,9ccbb5f759,SP
93bc0b64da,dc7993c491,SP
5fdc897ca5,fa2b68fd80,GO
2ad0fa5dbc,eb3c04f545,RJ
02f615f19a,661bcc412e,SC
3f3a10ec41,8b28d6ec6f,MG
473e95fa97,ee301c76bd,RJ
dd925b2d70,6cc5f19513,SP
65f66bced8,8f601c7d92,MS
c6f9b478f1,42b73a45a3,SP
2894d1f67d,fb0a15a897,SP
46d2e01970,912a41ed4b,SP
8d13b315c8,63df651d5e,SP
80b2dd0afb,113a92a64b,RS
f9cebccb05,0fa3dfc9b8,BA
ea8c40305a,ea59601b04,BA
a96f1353d4,379634bbb8,PR
891deeb7a5,b171945c68,ES
f9498c1d63,3740260216,PB
ad21255ff9,005226be8d,RJ
a86314eff3,c29bc878f4,SP
ce303f783b,8961b4ca2c,SP
e811ef5162,5a6012519d,SP
5bc405425b,32fb60e2ce,SP
4fcb81008b,3fc63a1cff,SP
6a838ac68f,ecfeb27fe4,PE
eaaf5c1a77,7247db1739,SP
9607a8fb00,1145616de7,RJ
1268526bf0,0881442e3b,SP
aec8714e85,8d9399ba84,SP
a842a362a7,40c4c30827,RJ
e1c0318960,0d4393a1ab,SP
9edeb727de,35e8b4c2a6,RJ
41b200d1ce,9b05b38d7d,SP
5e1ecc3b55,0890bfbe7e,CE
9ed93ef87e,cc117a146f,PR
c1a1def640,8602511149,RJ
312717df00,08b4c336c9,RJ
f0eccf2fbf,6995203f8a,PR
43d41bd3cc,756ac4f4c1,SP
3810ae52bd,0beec065ce,RJ
b550b22f8a,037a72c77c,RJ
41ce2a54c0,3a653a41f6,GO
c4a111edfb,c9c0c82af5,AL
8118922685,d0e87d0002,BA
b5b0ed31ff,b2664990a1,RJ
ba6845ad2c,0e58d0234d,SP
079da973ec,527c6fbbe8,SP
7eab558047,2cc0f5affc,PR
73b78086ff,89e3027de4,RJ
05425c98e3,87a7c3090f,SP
de27e7ae8a,a50381d8ac,SP
0ebcaedcc1,1a39704fa1,RJ
841a10b36f,51123d30e2,SP
add018da21,3c631f7224,RO
6e067aaac3,f9ac86b499,SC
e3b0b1f2ba,9af871b776,DF
a8f872fdfb,b8c927d19f,MG
53f05b7e71,b99ad02f5d,RJ
151260cb5d,3420ecc137,SC
3d5688f7c3,f102240598,PR
3ec01ba000,1aecc1804f,MG
e608c71633,b9fe8c4b5f,RS
8acb24dc82,3f43c86453,RS
fdacde7b05,dd1c379f2e,CE
8dca32263f,dbfd0ee98f,RJ
23a013f994,05d814587e,RS
c64c7fed4c,d5b838b5c3,RJ
7b433ce132,b0d033df9e,SP
1574c920ac,0ee46c6eaf,SP
d752eeb06a,e84b5b3504,PE
21ff3e20f5,9e1a43ff4b,RJ
4cd274ce8b,01daeb09de,SP
256af5f66a,4cbdc0f202,PE
c4357c0fbb,397cc6f362,RJ
891df15998,4dbc9e60ee,ES
9fda2760c2,c3ae72f7fe,SP
282c2609c9,0f13e3bb90,GO
c7a3d38f91,223ab530d4,SP
f167fa9aff,1b18bc689c,RJ
0a2883594e,f25f433577,SP
07ae5e78d3,77f990b8b2,SP
be4ff2f8c4,5b424d5287,RS
ad417eed25,a7b3ee56a6,SP
54b8ae0fe6,ed5b0d9aa0,RJ
1f643377fc,b310264264,SP
110b52a6ad,a2c403630a,MG
b8be9aabc8,7649b15c0f,RJ
59114bde7c,c4727b31f6,RS
24867a30fb,2ca8ef8560,PE
5e47f0b16c,08995ff3d5,BA
f280548eca,a62f1ea95f,SP
efbf2ed090,470a8f2e1d,MG
89b1996b05,996d5fb8a5,SP
eae3c8b4b4,f393ee7898,RJ
12535a12a3,fd44c52224,RJ
72a483bdbb,4dbafcb931,SP
d49cbdbee1,4c9f7850ec,MG
c0a1f831e9,296d0b2c6a,SP
a7a72fdf8b,76464fcf73,RJ
55d8e8aba4,2d4df3b94e,SP
ecd0cc4b88,3f31485edb,MT
d494b02fb3,e1a5b21153,SC
8a83cd2272,6bb68e803a,RJ
cb8adca2a6,324b9a2e37,SP
a666bb7a77,4e65032f1f,SP
03f2fce950,9749fdb8ed,MG
e012ec724e,5ade76c1b8,RJ
f74bef75a0,0062adafa3,SP
a8d7167182,fe78f9a2d0,MG
02cb3b6962,8dfbc90643,RJ
243ec46b2d,ebec19ef82,SP
cbb626598b,1c68b10c39,SP
9cf795ff93,1bb02eb353,SP
52bd992e7e,78c5f76b60,MG
f17604f3f8,77a63731fc,MG
b8e0b0edff,af4d3cd0b2,RJ
d4e2b78958,99172dcdec,SP
fd5c9b3e35,3654085ce6,SC
85968af437,2b1ff9585b,DF
3d4468ce8d,bdf7458b78,RJ
37b1fe42b5,acd9aa54ba,SP
300d323599,04a710ba27,RJ
3a32a08e04,6e74a070e2,RJ
307329610b,6c3974f2a2,SP
4b4773853b,f94d7c267f,RS
c0f3b6a49e,42398dee8f,SP
8bd9274e69,d36fc67551,SP
0424e2f81b,bb6ffa5f9b,SP
ed421f2bf6,fffbf87b7a,CE
4b8a694f92,f2b73529bb,SP
dacd86bc00,0d08612137,SP
2f74942064,61b1cf555f,SP
5e7aa73120,cd8738980c,RJ
6586420cfc,a3bf83b50f,MG
d5e9eb9208,79066fb583,MG
099786bcc7,7d435b1112,SP
55d125012e,2699b1bdee,PR
5dca924cc9,2761fee7f3,SP
35b031db03,3e3048f4f3,RJ
f4b7601916,2ec68b8526,SP
cafd020d75,9f735d60e4,RJ
064e67871d,4dad028c28,RS
3d32aac5bc,d6caf670c8,ES
2020c90730,ce590a0c44,RJ
d6e2b7381a,e8a63b5829,MG
f9ec92fefe,ed2e7c127f,SP
07d5cc9ef6,45aa853a91,RJ
928b905d54,87cb6f9be6,ES
7f6447b2b2,b5e5fa1268,RJ
50540fa104,5af79d8950,SP
397923ee89,a4e7c06913,SC
fb177b7981,88e20be8c5,RJ
652bebc636,944a3eacba,SP
359a6a601e,31a5a2b6f5,RS
37aa60852e,03d7bb9d95,RS
43d2e22777,afa1462306,SP
686ba249f6,70a8db6a5a,RJ
1f612df0d0,c63c0b1ccd,SP
35cba8240c,c98371c8c6,PE
102fc09660,00cc12a6d8,SP
54219e2e76,3a73ce6fc3,RN
9863d23f12,61172f1f85,SP
6febba3313,e308f91144,PR
7cc2f5bfea,0d2fe5cee9,SP
74a7d1d392,f8945c1122,SP
9b6baabf95,e527d87e57,SP
c57b4b6f37,b6c083700c,SP
34438889b5,4af9d92576,SP
fa777a37be,63fe99fa23,BA
0b169717fe,25e1b5240a,SP
693214577d,483686d2c2,SP
7f4f07b977,293c9db44b,SC
5ad934ace4,795ec12790,MG
06635cef8f,8fde035475,RJ
38c7187bbd,a72a2d4e19,GO
72b154a830,0087c31081,SC
e1a9260002,4965a4e8d5,RJ
c33c19eea4,41678bd77f,SP
60e7ad1918,373f58d568,SP
dd4bd98af4,a267191e13,MG
ab58d6d284,9852ae41cc,SP
c9785a6ba2,726c8f1821,RJ
cc79391162,41d92d0cb5,PR
4865bc6349,d215654948,ES
14eba40b8e,4d160824ea,RJ
06703b3d47,8f3eef80fe,SC
38d582cf25,3ce128c0db,RJ
de3fa59dd6,fa87e5558d,SP
a63dbfab3e,5b23e3a673,BA
151b3e542a,68d8acf19d,GO
49303575e3,69f4089980,SP
38522087a1,9f169df18e,RJ
e77db91ad2,5c2f079ede,SP
22a3b0e622,3f9d987156,SP
03cc560a19,76967eb50d,SP
6c3eb82bd1,b81208443a,SP
4f75899b8f,bc6839208c,SP
50814dd401,b3bbe51a0c,SP
ac379a4370,49d1599dd8,SP
649ae246f9,a2b3dadeee,MG
d8583ba686,9a8ae5697c,DF
a34c9e9b8b,e88df55ef2,PR
5f7f9c1ee7,1c7fae8db2,SP
8a4976f31f,dfbde47bde,SP
dc7302a83e,fc19fe9ac7,SP
3f1ea32392,18aef158fe,RJ
16cc3f6490,30252a1d57,PE
467bbea286,80042d5c5e,SP
2be831e199,f152faf30f,SP
7c842c2505,bc186285d2,PE
7c721f8ee6,961efa774e,MG
79d1d82da7,a6bf63037f,RJ
04db47e1f5,86ee190a17,SP
e6b1fd31d8,61657cd378,RJ
0683b8e924,8106dda85e,DF
14637e4d48,f63181dd4c,RJ
ae8e4d40dd,8de2a64069,ES
db2cf3b3fe,ea451b172e,DF
aaad67429e,13613cae6e,SP
a91290410a,55f21db4f9,ES
7285a211ca,2ab38708dc,ES
73a8c93b31,5acf34561a,RJ
33f382bbe8,1e3d5ec055,SP
9690ae3595,c3d1d99aa1,SP
92d80c533a,6c286f4b41,BA
bb447b65c8,318a8173e6,SP
dfeb499afe,88baa2a0a1,TO
7c48f7c0d3,83ec837051,MG
e91503530b,e3113c1f62,PR
18914bacd6,cbddc85ed8,PE
d829dcbbc1,5c3a15e958,SP
e86aabf122,264f33eb52,BA
e38d1d16f3,f2cb4abe19,SP
2fef27fa21,b9d5fde4cd,BA
